shot,n,usable,suitable,median_relative_width,edge_monotonicity,lower_max_count,upper_min_count,extrema_pairs,upper_outer_change_rel,inner_center_frequency,shape_rmse_to_K51_same_n,raw_mode_count,error
nstxuG142301S94,9,True,False,0.4570664175115932,0.8188817418449554,1,1,1,-0.4223024466611814,4.288379296681171,0.05937677370556342,139,
nstxuG142301S94,10,True,False,0.43129012657934307,0.8105601521478679,1,1,1,-0.4362901542424075,4.28822227351851,0.06359574366560104,127,
nstxuG142301U84,6,True,False,0.1758187949555076,0.46410171676456424,3,1,1,-0.48910767476517125,5.383415949707243,0.12961103086398074,115,
nstxuG142301U84,7,True,False,0.1118149527470215,0.2874960057972238,2,2,2,-0.49309837923886285,5.377908960293331,0.15460831744568712,113,
nstxuG142301U84,8,True,False,0.17002331323973074,0.2796986670989208,4,2,2,-0.4892757953176621,5.375561405653876,0.13465379014197898,131,
nstxuG142301U84,9,True,False,0.10864329090868359,0.27019739174786095,3,2,2,-0.4444948339317426,5.372821965325885,0.1475476400731047,133,
nstxuG142301U84,10,True,False,0.16235186927502768,0.25554399796785604,4,3,3,-0.4203284567471988,5.380868925922359,0.1363053598938824,165,
nstxuG142301U85,6,True,False,0.21977764840689193,0.3006508872012886,3,2,2,-0.5215269745216072,6.021318233788746,0.10551552620429404,123,
nstxuG142301U85,7,True,False,0.22777098677464674,0.19995869496540106,4,3,3,-0.5220488987414539,6.0315408435501725,0.11476065531408884,111,
nstxuG142301U85,8,True,False,0.23669347162276347,0.34260064189034684,3,3,3,-0.5221518772931032,6.035946277515564,0.10851947080980694,113,
nstxuG142301U85,9,True,False,0.21988830555505307,0.23591531404194496,4,4,4,-0.5103787623814066,6.026047646447854,0.11458215044823465,112,
nstxuG142301U85,10,True,False,0.19002202270610366,0.1835871344729976,5,5,5,-0.4678511489391535,6.017695663601462,0.11554783402081265,108,
nstxuG142301V21,6,True,True,0.3925243157414954,0.3307097784439405,3,3,3,-0.2948036854352987,4.67582124139323,0.07447247782963688,0,
nstxuG142301V21,7,True,True,0.385964392005327,0.3031792971000583,3,3,3,-0.296922599965778,4.67025031782401,0.0758786896974313,135,
